,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
29,,,,,,,,,,,,,,D1000,PROFARMA,PROFARMA,TECHNOS,PROFARMA,EVOLTZ,PETROMAIS (Origem Energia),GLOBO - EDITORA GLOBO S.A.,COCA COLA,CATARATAS DO IGUAÇU,F,F,D1000,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,CYMI ,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,EQUINOR,EQUINOR,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PROFARMA,TECHNOS,PORTO SUDESTE,,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,D1000,D1000,GLOBO - EDITORA GLOBO S.A.,,COCA COLA,,,F,F,
30,,,,,,,,,,,,,,SILIMED,OLX (Bom Negócio),OLX (Bom Negócio),SILIMED,OLX (Bom Negócio),PROFARMA,GLOBO - EDITORA GLOBO S.A.,CLUBE DE REGATAS DO FLAMENGO,CATARATAS DO IGUAÇU,CYMI ,F,F,PORTO SUDESTE,D1000,D1000,GLOBO - EDITORA GLOBO S.A.,CYMI ,CYMI ,V2i,V2i,EVOLTZ,EVOLTZ,OLX (Bom Negócio),D1000,WSUT (Magalhanes Navegação),,TECHNOS,TECHNOS,SILIMED,SILIMED,PORTO SUDESTE,,OLX (Bom Negócio),,,F,F,
31,,,,,,,,,,,,,,PORTO SUDESTE,TECHNOS,TECHNOS,ALMAVIVA,TECHNOS,TECHNOS,CLUBE DE REGATAS DO FLAMENGO,WSUT (Magalhanes Navegação),CYMI ,GLOBO - EDITORA GLOBO S.A.,F,F,INSPIRA MUNDANÇA PART.,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PROFARMA,PROFARMA,TECHNOS,SILIMED,CASA GRANADO,,SILIMED,SILIMED,SAPURA,PORTO SUDESTE,WSUT (Magalhanes Navegação),,GLOBO - EDITORA GLOBO S.A.,,,F,F,
32,,,,,,,,,,,,,,SAPURA,D1000,SILIMED,CASA GRANADO,SILIMED,SILIMED,WSUT (Magalhanes Navegação),MRO,GLOBO - EDITORA GLOBO S.A.,D1000,F,F,SAPURA,PORTO SUDESTE,PORTO SUDESTE,ALMAVIVA,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),OLX (Bom Negócio),OLX (Bom Negócio),D1000,PORTO SUDESTE,KATRIUM,,CASA GRANADO,CASA GRANADO,PETRONAS,SAPURA,MRO,,WSUT (Magalhanes Navegação),,,F,F,
33,,,,,,,,,,,,,,PETRONAS,SILIMED,ALMAVIVA,KATRIUM,ALMAVIVA,CLUBE DE REGATAS DO FLAMENGO,MRO,DELLY COSMETICOS,CLUBE DE REGATAS DO FLAMENGO,PORTO SUDESTE,F,F,NATIONAL OIL,ALMAVIVA,ALMAVIVA,INSPIRA MUNDANÇA PART.,ALMAVIVA,ALMAVIVA,COCA COLA,INSPIRA MUNDANÇA PART.,TECHNOS,TECHNOS,SILIMED,WSUT (Magalhanes Navegação),OCEÂNICA ENGENHARIA,,PARANAÍBA (PTE),Matrincha Transm. de Energia (MTE),DESCOMPLICA,,,,MRO,,,F,F,
34,,,,,,,,,,,,,,PARANAÍBA (PTE),PORTO SUDESTE,CASA GRANADO,OCEÂNICA ENGENHARIA,CASA GRANADO,ALMAVIVA,DELLY COSMETICOS,ENERFLEX,WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),F,F,FAZENDA AGRO SB (Opportunity),INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,MRO,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,CATARATAS DO IGUAÇU,SAPURA,D1000,D1000,PORTO SUDESTE,CASA GRANADO,BRAMEX,,,,,,,,,,,F,F,
35,,,,,,,,,,,,,,Matrincha Transm. de Energia (MTE),CASA GRANADO,KATRIUM,BRAMEX,KATRIUM,MRO,ENERFLEX,PETRONAS,MRO,INSPIRA MUNDANÇA PART.,F,F,SUPERMERCADO ZONA SUL,MRO,MRO,DELLY COSMETICOS,MRO,MRO,CYMI ,NATIONAL OIL,SILIMED,SILIMED,WSUT (Magalhanes Navegação),KATRIUM,PARANAÍBA (PTE),,,,,,,,,,,F,F,
36,,,,,,,,,,,,,,DESCOMPLICA,SAPURA,OCEÂNICA ENGENHARIA,PARANAÍBA (PTE),OCEÂNICA ENGENHARIA,KATRIUM,PETRONAS,LIBRA TERMINAL PORTUARIO (ICTSI),SAPURA,SAPURA,F,F,TEEKAY,SAPURA,DELLY COSMETICOS,ENERFLEX,DELLY COSMETICOS,SAPURA,INSPIRA MUNDANÇA PART.,FAZENDA AGRO SB (Opportunity),PORTO SUDESTE,PORTO SUDESTE,CASA GRANADO,OCEÂNICA ENGENHARIA,CANAL DE ISABEL II (Emissão S.A.),,,,,,,,,,,F,F,
37,,,,,,,,,,,,,,,OCEÂNICA ENGENHARIA,BRAMEX,CANAL DE ISABEL II (Emissão S.A.),BRAMEX,DELLY COSMETICOS,LIBRA TERMINAL PORTUARIO (ICTSI),DOMINOS (DP Brasil Participações),DELLY COSMETICOS,NATIONAL OIL,F,F,EDISON CHOUEST (BRAM) ,DELLY COSMETICOS,NATIONAL OIL,PETRONAS,ENERFLEX,DELLY COSMETICOS,SAPURA,SUPERMERCADO ZONA SUL,WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),KATRIUM,BRAMEX,FARSTAD SHIPPING,,,,,,,,,,,F,F,
38,,,,,,,,,,,,,,,BRAMEX,PARANAÍBA (PTE),FARSTAD SHIPPING,PARANAÍBA (PTE),ENERFLEX,DOMINOS (DP Brasil Participações),VINCI PARTNERS (FUNDOS),ENERFLEX,FAZENDA AGRO SB (Opportunity),F,F,BEMISA (Opportunity),NATIONAL OIL,ENERFLEX,LIBRA TERMINAL PORTUARIO (ICTSI),PETRONAS,NATIONAL OIL,NATIONAL OIL,TEEKAY,CASA GRANADO,CASA GRANADO,OCEÂNICA ENGENHARIA,PARANAÍBA (PTE),BUREAU VERITAS,,,,,,,,,,,F,F,
39,,,,,,,,,,,,,,,PARANAÍBA (PTE),CANAL DE ISABEL II (Emissão S.A.),BUREAU VERITAS,CANAL DE ISABEL II (Emissão S.A.),PETRONAS,VINCI PARTNERS (FUNDOS),BARCELOS,FAZENDA AGRO SB (Opportunity),SUPERMERCADO ZONA SUL,F,F,PUIG O'NIQUE,ENERFLEX,SUPERMERCADO ZONA SUL,DOMINOS (DP Brasil Participações),LIBRA TERMINAL PORTUARIO (ICTSI),ENERFLEX,FAZENDA AGRO SB (Opportunity),EDISON CHOUEST (BRAM) ,SAPURA,SAPURA,BRAMEX,CANAL DE ISABEL II (Emissão S.A.),S2,,,,,,,,,,,F,F,
40,,,,,,,,,,,,,,,CANAL DE ISABEL II (Emissão S.A.),FARSTAD SHIPPING,S2,FARSTAD SHIPPING,LIBRA TERMINAL PORTUARIO (ICTSI),BARCELOS,CONEXA SAÚDE,PETRONAS,TEEKAY,F,F,MAN DIESEL & TURBO,FAZENDA AGRO SB (Opportunity),TEEKAY,VINCI PARTNERS (FUNDOS),DOMINOS (DP Brasil Participações),FAZENDA AGRO SB (Opportunity),PETRONAS,BEMISA (Opportunity),KATRIUM,KATRIUM,PARANAÍBA (PTE),FARSTAD SHIPPING,AMOEDO,,,,,,,,,,,F,F,
41,,,,,,,,,,,,,,,FARSTAD SHIPPING,BUREAU VERITAS,AMOEDO,BUREAU VERITAS,DOMINOS (DP Brasil Participações),CONEXA SAÚDE,DGPAR (ALL CARE),LIBRA TERMINAL PORTUARIO (ICTSI),EDISON CHOUEST (BRAM) ,F,F,Zeedog,SUPERMERCADO ZONA SUL,EDISON CHOUEST (BRAM) ,BARCELOS,VINCI PARTNERS (FUNDOS),PETRONAS,SUPERMERCADO ZONA SUL,PUIG O'NIQUE,NATIONAL OIL,NATIONAL OIL,CANAL DE ISABEL II (Emissão S.A.),BUREAU VERITAS,SUBSEA 7,,,,,,,,,,,F,F,
42,,,,,,,,,,,,,,,BUREAU VERITAS,S2,SUBSEA 7,S2,VINCI PARTNERS (FUNDOS),DGPAR (ALL CARE),ASPEN PHARMA,DOMINOS (DP Brasil Participações),BEMISA (Opportunity),F,F,ONS,TEEKAY,BEMISA (Opportunity),CONEXA SAÚDE,BARCELOS,SUPERMERCADO ZONA SUL,LIBRA TERMINAL PORTUARIO (ICTSI),MAN DIESEL & TURBO,OCEÂNICA ENGENHARIA,OCEÂNICA ENGENHARIA,FARSTAD SHIPPING,S2,ROCK CITY S.A.,,,,,,,,,,,F,F,
43,,,,,,,,,,,,,,,S2,AMOEDO,ROCK CITY S.A.,AMOEDO,BARCELOS,ASPEN PHARMA,VERDE AMBIENTAL,VINCI PARTNERS (FUNDOS),PUIG O'NIQUE,F,F,ALL NATIONS,EDISON CHOUEST (BRAM) ,PUIG O'NIQUE,DGPAR (ALL CARE),CONEXA SAÚDE,LIBRA TERMINAL PORTUARIO (ICTSI),TEEKAY,Zeedog,FAZENDA AGRO SB (Opportunity),FAZENDA AGRO SB (Opportunity),BUREAU VERITAS,AMOEDO,CREB,,,,,,,,,,,F,F,
44,,,,,,,,,,,,,,,AMOEDO,SUBSEA 7,CREB,SUBSEA 7,CONEXA SAÚDE,VERDE AMBIENTAL,FUNBIO,BARCELOS,MAN DIESEL & TURBO,F,F,MINERACAO MORRO DO IPE (MMI),BEMISA (Opportunity),MAN DIESEL & TURBO,ASPEN PHARMA,DGPAR (ALL CARE),TEEKAY,DOMINOS (DP Brasil Participações),ONS,SUPERMERCADO ZONA SUL,BRAMEX,S2,SUBSEA 7,CAMORIM,,,,,,,,,,,F,F,
45,,,,,,,,,,,,,,,SUBSEA 7,ROCK CITY S.A.,CAMORIM,ROCK CITY S.A.,DGPAR (ALL CARE),FUNBIO,SISTAC,CONEXA SAÚDE,Zeedog,F,F,DISTRIBUIDORA RECORD,PUIG O'NIQUE,Zeedog,VERDE AMBIENTAL,ASPEN PHARMA,DOMINOS (DP Brasil Participações),EDISON CHOUEST (BRAM) ,ALL NATIONS,TEEKAY,PARANAÍBA (PTE),AMOEDO,ROCK CITY S.A.,BIOMERIEUX,,,,,,,,,,,F,F,
46,,,,,,,,,,,,,,,MR. CAT (Grumari),CREB,MR. CAT (Grumari),CREB,ASPEN PHARMA,SISTAC,Matrincha Transm. de Energia (MTE),DGPAR (ALL CARE),ONS,F,F,DESCOMPLICA,MAN DIESEL & TURBO,ONS,FUNBIO,VERDE AMBIENTAL,EDISON CHOUEST (BRAM) ,VINCI PARTNERS (FUNDOS),MINERACAO MORRO DO IPE (MMI),EDISON CHOUEST (BRAM) ,CANAL DE ISABEL II (Emissão S.A.),SUBSEA 7,CREB,BIOMERIEUX,,,,,,,,,,,F,F,
47,,,,,,,,,,,,,,,CORPSERVICES,CAMORIM,CORPSERVICES,CAMORIM,GLOBO - RADIOS,Matrincha Transm. de Energia (MTE),CERAS JOHNSON,ASPEN PHARMA,ALL NATIONS,F,F,GLOBO - CAFÉ ORFEU,Zeedog,GRUPO COMPONENTES (Opportunity) - Eletron,SISTAC,FUNBIO,VINCI PARTNERS (FUNDOS),BEMISA (Opportunity),NEW WAVE,BEMISA (Opportunity),FARSTAD SHIPPING,ROCK CITY S.A.,CAMORIM,UNIVERSAL MUSICAL,,,,,,,,,,,F,F,
48,,,,,,,,,,,,,,,NEW WAVE,MR. CAT (Grumari),UNIVERSAL MUSICAL,GLOBO - RADIOS,BIOMERIEUX,GLOBO - RADIOS,COMSHELL SOC PREV. PRIVADA,VERDE AMBIENTAL,MINERACAO MORRO DO IPE (MMI),F,F,ECOPETROL,ONS,GRUPO COMPONENTES (Opportunity) - Eletron,DISTRIBUIDORA RECORD,SISTAC,BEMISA (Opportunity),BARCELOS,NEW WAVE,PUIG O'NIQUE,BUREAU VERITAS,CREB,BIOMERIEUX,UNIVERSAL MUSICAL,,,,,,,,,,,F,F,
49,,,,,,,,,,,,,,,NEW WAVE,CORPSERVICES,UNIVERSAL MUSICAL,BIOMERIEUX,BIOMERIEUX,CERAS JOHNSON,COMSHELL SOC PREV. PRIVADA,FUNBIO,DISTRIBUIDORA RECORD,F,F,ECOPETROL,ALL NATIONS,Guaraciaba Transmissora de Energia,MR. CAT (Grumari),DISTRIBUIDORA RECORD,BARCELOS,PUIG O'NIQUE,GLOBO - ED. GLOBO COND NAST,MAN DIESEL & TURBO,PUIG O'NIQUE,CAMORIM,BIOMERIEUX,DILETTO (Sardinia Investimentos),,,,,,,,,,,F,F,
50,,,,,,,,,,,,,,,GLOBO - ED. GLOBO COND NAST,NEW WAVE,DILETTO (Sardinia Investimentos),BIOMERIEUX,MANUCHAR,OCEANEERING,OCEANEERING,SISTAC,DESCOMPLICA,F,F,FERNANDES ARAÚJO,MINERACAO MORRO DO IPE (MMI),Guaraciaba Transmissora de Energia,Matrincha Transm. de Energia (MTE),MR. CAT (Grumari),CONEXA SAÚDE,CONEXA SAÚDE,GLOBO - ED. GLOBO COND NAST,Zeedog,S2,BIOMERIEUX,UNIVERSAL MUSICAL,DILETTO (Sardinia Investimentos),,,,,,,,,,,F,F,
51,,,,,,,,,,,,,,,GLOBO - ED. GLOBO COND NAST,NEW WAVE,DILETTO (Sardinia Investimentos),UNIVERSAL MUSICAL,MANUCHAR,OCEANEERING,OCEANEERING,Matrincha Transm. de Energia (MTE),GLOBO - CAFÉ ORFEU,F,F,FERNANDES ARAÚJO,DISTRIBUIDORA RECORD,GLOBO - FRM/C.FUTURA,DESCOMPLICA,Matrincha Transm. de Energia (MTE),MAN DIESEL & TURBO,MAN DIESEL & TURBO,Orthopride (PRKS),ONS,AMOEDO,BIOMERIEUX,UNIVERSAL MUSICAL,KOMPASS ENERGIA,,,,,,,,,,,F,F,
52,,,,,,,,,,,,,,,Orthopride (PRKS),GLOBO - ED. GLOBO COND NAST,TULIP CAMPOS HOTELARIA,UNIVERSAL MUSICAL,GME AEROSPACE,AXXON (RHMED),GEFCO,CERAS JOHNSON,ECOPETROL,F,F,DINACO,DESCOMPLICA,GLOBO - FRM/C.FUTURA,CORPSERVICES,DESCOMPLICA,DGPAR (ALL CARE),DGPAR (ALL CARE),Orthopride (PRKS),ALL NATIONS,Zeedog,UNIVERSAL MUSICAL,DILETTO (Sardinia Investimentos),KOMPASS ENERGIA,,,,,,,,,,,F,F,
53,,,,,,,,,,,,,,,Orthopride (PRKS),GLOBO - ED. GLOBO COND NAST,TULIP CAMPOS HOTELARIA,MANUCHAR,GME AEROSPACE,AXXON (RHMED),GEFCO,COMSHELL SOC PREV. PRIVADA,ECOPETROL,F,F,DINACO,GLOBO - CAFÉ ORFEU,ESSECO DO BRASIL,GLOBO - RADIOS,CORPSERVICES,ASPEN PHARMA,Zeedog,EVER BRASIL ,MINERACAO MORRO DO IPE (MMI),SUBSEA 7,UNIVERSAL MUSICAL,DILETTO (Sardinia Investimentos),PETRO CHINA,,,,,,,,,,,F,F,
54,,,,,,,,,,,,,,,EVER BRASIL ,Orthopride (PRKS),OMPI DO BRASIL ,MANUCHAR,KOMPASS ENERGIA,,AXXON (RHMED),COMSHELL SOC PREV. PRIVADA,FERNANDES ARAÚJO,F,F,QV SAUDE,GRUPO COMPONENTES (Opportunity) - Eletron,HI MIDIA,CERAS JOHNSON,GLOBO - RADIOS,ONS,ASPEN PHARMA,ARCHER,NEW WAVE,TULIP CAMPOS HOTELARIA,DILETTO (Sardinia Investimentos),KOMPASS ENERGIA,Fundação Euclides da Cunha,,,,,,,,,,,F,F,
55,,,,,,,,,,,,,,,ARCHER,Orthopride (PRKS),STEAG,DILETTO (Sardinia Investimentos),KOMPASS ENERGIA,,AXXON (RHMED),GEFCO,FERNANDES ARAÚJO,F,F,"CLARKE, MODET Y CIA. S.L. BRASIL",GRUPO COMPONENTES (Opportunity) - Eletron,MARLIN AZUL,GLOBO - CAFÉ ORFEU,CERAS JOHNSON,VERDE AMBIENTAL,ONS,GREEN OIL,NEW WAVE,TULIP CAMPOS HOTELARIA,DILETTO (Sardinia Investimentos),KOMPASS ENERGIA,INSTITUTO DA CRIANÇA,,,,,,,,,,,F,F,
56,,,,,,,,,,,,,,,GREEN OIL,TULIP CAMPOS HOTELARIA,FUNDO PATRIMONIAL RJZ,DILETTO (Sardinia Investimentos),PETRO CHINA,,SuaTV e Influency.me,GEFCO,DINACO,F,F,QUANTUM,Guaraciaba Transmissora de Energia,FAZENDA FUTURO,COMSHELL SOC PREV. PRIVADA,GLOBO - CAFÉ ORFEU,FUNBIO,ALL NATIONS,VITOL,GLOBO - ED. GLOBO COND NAST,OMPI DO BRASIL ,TULIP CAMPOS HOTELARIA,PETRO CHINA,Geogas,,,,,,,,,,,F,F,
57,,,,,,,,,,,,,,,VITOL,TULIP CAMPOS HOTELARIA,Geogas,GME AEROSPACE,Fundação Euclides da Cunha,,UFI Filter,TI LATAM AUP,DINACO,F,F,GLOBO - AERO RIO,Guaraciaba Transmissora de Energia,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,SISTAC,MINERACAO MORRO DO IPE (MMI),,GLOBO - ED. GLOBO COND NAST,STEAG,TULIP CAMPOS HOTELARIA,Fundação Euclides da Cunha,,,,,,,,,,,,F,F,
58,,,,,,,,,,,,,,,,NAVAL GROUP,,GME AEROSPACE,INSTITUTO DA CRIANÇA,,CONFIANCE MEDICAL,,ALLSEAS,F,F,COCA COLA INSTITUTO,GLOBO - FRM/C.FUTURA,,ECOPETROL,COMSHELL SOC PREV. PRIVADA,DISTRIBUIDORA RECORD,NEW WAVE,,Orthopride (PRKS),FUNDO PATRIMONIAL RJZ,KOMPASS ENERGIA,INSTITUTO DA CRIANÇA,,,,,,,,,,,,F,F,
59,,,,,,,,,,,,,,,,,,KOMPASS ENERGIA,CALEFFI BRASIL AUP,,Planeta / DeAgostini,,,F,F,,GLOBO - FRM/C.FUTURA,,ECOPETROL,ECOPETROL,MR. CAT (Grumari),NEW WAVE,,Orthopride (PRKS),NAVAL GROUP,KOMPASS ENERGIA,Geogas,,,,,,,,,,,,F,F,
60,,,,,,,,,,,,,,,,,,KOMPASS ENERGIA,,,,,,F,F,,,,GRUPO COMPONENTES (Opportunity) - Eletron,ECOPETROL,Matrincha Transm. de Energia (MTE),GLOBO - ED. GLOBO COND NAST,,TULIP CAMPOS HOTELARIA,,OMPI DO BRASIL ,,,,,,,,,,,,,F,F,
61,,,,,,,,,,,,,,,,,,ARAGUAIA/DESIDERATA,,,,,,F,F,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,DESCOMPLICA,GLOBO - ED. GLOBO COND NAST,,TULIP CAMPOS HOTELARIA,,PETRO CHINA,,,,,,,,,,,,,F,F,
62,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,MANUCHAR,GRUPO COMPONENTES (Opportunity) - Eletron,CORPSERVICES,Orthopride (PRKS),,EVER BRASIL ,,STEAG,,,,,,,,,,,,,F,F,
63,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,MANUCHAR,MANUCHAR,GLOBO - RADIOS,Orthopride (PRKS),,OMPI DO BRASIL ,,Fundação Euclides da Cunha,,,,,,,,,,,,,F,F,
64,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,OCEANEERING,MANUCHAR,CERAS JOHNSON,EVER BRASIL ,,ARCHER,,FUNDO PATRIMONIAL RJZ,,,,,,,,,,,,,F,F,
65,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,OCEANEERING,OCEANEERING,GLOBO - CAFÉ ORFEU,ARCHER,,STEAG,,INSTITUTO DA CRIANÇA,,,,,,,,,,,,,F,F,
66,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,FERNANDES ARAÚJO,OCEANEERING,COMSHELL SOC PREV. PRIVADA,GREEN OIL,,GREEN OIL,,NAVAL GROUP,,,,,,,,,,,,,F,F,
67,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,COMSHELL SOC PREV. PRIVADA,VITOL,,FUNDO PATRIMONIAL RJZ,,Geogas,,,,,,,,,,,,,F,F,
68,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,Guaraciaba Transmissora de Energia,FERNANDES ARAÚJO,ECOPETROL,,,VITOL,,,,,,,,,,,,,,,F,F,
69,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,ECOPETROL,,,NAVAL GROUP,,,,,,,,,,,,,,,F,F,
70,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GME AEROSPACE,Guaraciaba Transmissora de Energia,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,,,,,,,,F,F,
71,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GME AEROSPACE,GME AEROSPACE,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,,,,,,,,F,F,
72,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GEFCO,GME AEROSPACE,MANUCHAR,,,,,,,,,,,,,,,,,,F,F,
73,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GEFCO,GEFCO,MANUCHAR,,,,,,,,,,,,,,,,,,F,F,
74,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,DINACO,GEFCO,OCEANEERING,,,,,,,,,,,,,,,,,,F,F,
75,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,DINACO,DINACO,OCEANEERING,,,,,,,,,,,,,,,,,,F,F,
76,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GLOBO - FRM/C.FUTURA,DINACO,FERNANDES ARAÚJO,,,,,,,,,,,,,,,,,,F,F,
77,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,FERNANDES ARAÚJO,,,,,,,,,,,,,,,,,,F,F,
78,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,AXXON (RHMED),GLOBO - FRM/C.FUTURA,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,F,F,
79,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,AXXON (RHMED),AXXON (RHMED),Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,F,F,
80,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,QV SAUDE,AXXON (RHMED),GME AEROSPACE,,,,,,,,,,,,,,,,,,F,F,
81,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,ESSECO DO BRASIL,QV SAUDE,GME AEROSPACE,,,,,,,,,,,,,,,,,,F,F,
82,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,SuaTV e Influency.me,ESSECO DO BRASIL,GEFCO,,,,,,,,,,,,,,,,,,F,F,
83,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,"CLARKE, MODET Y CIA. S.L. BRASIL",SuaTV e Influency.me,GEFCO,,,,,,,,,,,,,,,,,,F,F,
84,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,HI MIDIA,"CLARKE, MODET Y CIA. S.L. BRASIL",DINACO,,,,,,,,,,,,,,,,,,F,F,
85,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,UFI Filter,HI MIDIA,DINACO,,,,,,,,,,,,,,,,,,F,F,
86,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,QUANTUM,UFI Filter,GLOBO - FRM/C.FUTURA,,,,,,,,,,,,,,,,,,F,F,
87,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,MARLIN AZUL,QUANTUM,GLOBO - FRM/C.FUTURA,,,,,,,,,,,,,,,,,,F,F,
88,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,CONFIANCE MEDICAL,MARLIN AZUL,AXXON (RHMED),,,,,,,,,,,,,,,,,,F,F,
89,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,GLOBO - AERO RIO,CONFIANCE MEDICAL,AXXON (RHMED),,,,,,,,,,,,,,,,,,F,F,
90,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,FAZENDA FUTURO,GLOBO - AERO RIO,QV SAUDE,,,,,,,,,,,,,,,,,,F,F,
91,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,ARAGUAIA/DESIDERATA,FAZENDA FUTURO,ESSECO DO BRASIL,,,,,,,,,,,,,,,,,,F,F,
92,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,CALEFFI BRASIL AUP,ARAGUAIA/DESIDERATA,SuaTV e Influency.me,,,,,,,,,,,,,,,,,,F,F,
93,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,Planeta / DeAgostini,CALEFFI BRASIL AUP,"CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,,,,,,,,,,F,F,
94,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,TI LATAM AUP,Planeta / DeAgostini,HI MIDIA,,,,,,,,,,,,,,,,,,F,F,
95,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,ALLSEAS,TI LATAM AUP,UFI Filter,,,,,,,,,,,,,,,,,,F,F,
96,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,COCA COLA INSTITUTO,ALLSEAS,QUANTUM,,,,,,,,,,,,,,,,,,F,F,
97,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,COCA COLA INSTITUTO,MARLIN AZUL,,,,,,,,,,,,,,,,,,F,F,
98,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,CONFIANCE MEDICAL,,,,,,,,,,,,,,,,,,F,F,
99,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,GLOBO - AERO RIO,,,,,,,,,,,,,,,,,,F,F,
100,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,FAZENDA FUTURO,,,,,,,,,,,,,,,,,,F,F,
101,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,ARAGUAIA/DESIDERATA,,,,,,,,,,,,,,,,,,F,F,
102,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,CALEFFI BRASIL AUP,,,,,,,,,,,,,,,,,,F,F,
103,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,Planeta / DeAgostini,,,,,,,,,,,,,,,,,,F,F,
104,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,TI LATAM AUP,,,,,,,,,,,,,,,,,,F,F,
105,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,ALLSEAS,,,,,,,,,,,,,,,,,,F,F,
106,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,COCA COLA INSTITUTO,,,,,,,,,,,,,,,,,,F,F,
107,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,F,F,
