,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
10,HAZTEC (ORIZON),GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,COMMIT (GASPETRO),CAMORIM,VINCI PARTNERS (FUNDOS),SISTAC,BEMISA (Opportunity),DISTRIBUIDORA RECORD,BUREAU VERITAS,MR. CAT (Grumari),MR. CAT (Grumari),GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,BROOKFIELD ENERGY (ELERA),GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO
11,SHELL/BG,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,BR MALLS,Matrincha Transm. de Energia (MTE),BEMISA (Opportunity),DESCOMPLICA,BUREAU VERITAS,CORPSERVICES,BARCELOS,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,BROOKFIELD ENERGY (ELERA),GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,GLOBO - GLOBO,F,F,GLOBO - GLOBO
12,GRUPO SOMA,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),ALIANSCE,CERAS JOHNSON,PUIG O'NIQUE,GLOBO - CAFÉ ORFEU,S2,GRUPO COMPONENTES (Opportunity) - Eletron,CONEXA SAÚDE,NEW WAVE,BIOMERIEUX,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),VALID,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA)
13,TOTAL,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),V2i,COMSHELL SOC PREV. PRIVADA,S2,ECOPETROL,CONEXA SAÚDE,GRUPO COMPONENTES (Opportunity) - Eletron,MAN DIESEL & TURBO,NEW WAVE,BIOMERIEUX,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),ÁGUAS DO BRASIL,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA)
14,GGSH,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),PROFARMA,COMSHELL SOC PREV. PRIVADA,AMOEDO,ECOPETROL,DGPAR (ALL CARE),FERNANDES ARAÚJO,Zeedog,Guaraciaba Transmissora de Energia,UNIVERSAL MUSICAL,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),HAZTEC (ORIZON),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),BROOKFIELD ENERGY (ELERA),F,F,BROOKFIELD ENERGY (ELERA)
15,EQUINOR,PETRORIO,VALID,VALID,D1000,MANUCHAR,DGPAR (ALL CARE),OCEANEERING,Zeedog,FERNANDES ARAÚJO,SUBSEA 7,Guaraciaba Transmissora de Energia,UNIVERSAL MUSICAL,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,F,F,PETRORIO,PETRORIO,PETRORIO,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,SOTREQ,VALID,VALID,VALID,VALID,VALID,VALID,VALID,VALID,PETRORIO,PETRORIO,F,F,PETRORIO
16,EVOLTZ,HAZTEC (ORIZON),PETRORIO,ÁGUAS DO BRASIL,CLUBE DE REGATAS DO FLAMENGO,MANUCHAR,ASPEN PHARMA,OCEANEERING,ONS,GEFCO,ROCK CITY S.A.,DINACO,GLOBO - ED. GLOBO COND NAST,PETRORIO,PETRORIO,PETRORIO,ÁGUAS DO BRASIL,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,ÁGUAS DO BRASIL,GLOBENET (VTAL),ÁGUAS DO BRASIL,PETRORIO,PETRORIO,PETRORIO,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,PETRORIO,PETRORIO,HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
17,TECHNOS,SHELL/BG,ÁGUAS DO BRASIL,NISSAN,SAPURA,DILETTO (Sardinia Investimentos),ONS,GME AEROSPACE,CREB,GEFCO,FUNBIO,DINACO,GLOBO - ED. GLOBO COND NAST,HAZTEC (ORIZON),HAZTEC (ORIZON),ÁGUAS DO BRASIL,HAZTEC (ORIZON),ÁGUAS DO BRASIL,HAZTEC (ORIZON),ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,NISSAN,NISSAN,NISSAN,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,HAZTEC (ORIZON),GRUPO SOMA,NISSAN,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,HAZTEC (ORIZON),HAZTEC (ORIZON),ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,SOTREQ,SOTREQ,F,F,SOTREQ
18,SILIMED,GRUPO SOMA,HAZTEC (ORIZON),GLOBENET (VTAL),KATRIUM,DILETTO (Sardinia Investimentos),ALL NATIONS,GME AEROSPACE,SISTAC,KOMPASS ENERGIA,DISTRIBUIDORA RECORD,,GLOBO - FRM/C.FUTURA,NISSAN,NISSAN,HAZTEC (ORIZON),SOTREQ,HAZTEC (ORIZON),NISSAN,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,SHELL/BG,SHELL/BG,SHELL/BG,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),SOTREQ,TOTAL,SHELL/BG,NISSAN,NISSAN,HAZTEC (ORIZON),NISSAN,NISSAN,HAZTEC (ORIZON),HAZTEC (ORIZON),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL)
19,PORTO SUDESTE,TOTAL,NISSAN,COMMIT (GASPETRO),ENERFLEX,Orthopride (PRKS),CAMORIM,TULIP CAMPOS HOTELARIA,DESCOMPLICA,KOMPASS ENERGIA,CORPSERVICES,,GLOBO - FRM/C.FUTURA,SHELL/BG,SOTREQ,NISSAN,GLOBENET (VTAL),NISSAN,SOTREQ,NISSAN,NISSAN,NISSAN,NISSAN,F,F,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,GLOBENET (VTAL),BR MALLS,GRUPO SOMA,SHELL/BG,SHELL/BG,NISSAN,SHELL/BG,SHELL/BG,NISSAN,NISSAN,COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO)
20,PETRONAS,GGSH,SHELL/BG,BR MALLS,SUPERMERCADO ZONA SUL,Orthopride (PRKS),Matrincha Transm. de Energia (MTE),TULIP CAMPOS HOTELARIA,GLOBO - CAFÉ ORFEU,,AXXON (RHMED),,,GRUPO SOMA,SHELL/BG,SOTREQ,GRUPO SOMA,SOTREQ,SHELL/BG,SOTREQ,SHELL/BG,SHELL/BG,SHELL/BG,F,F,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),SHELL/BG,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,GRUPO SOMA,ALIANSCE,TOTAL,GLOBENET (VTAL),GLOBENET (VTAL),SHELL/BG,GRUPO SOMA,GRUPO SOMA,SOTREQ,SOTREQ,BR MALLS,BR MALLS,F,F,BR MALLS
21,Matrincha Transm. de Energia (MTE),EQUINOR,GLOBENET (VTAL),ALIANSCE,CANAL DE ISABEL II (Emissão S.A.),,CERAS JOHNSON,,,,AXXON (RHMED),,,COMMIT (GASPETRO),GRUPO SOMA,SHELL/BG,TOTAL,GLOBENET (VTAL),GRUPO SOMA,SHELL/BG,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,TOTAL,TOTAL,TOTAL,COMMIT (GASPETRO),SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,GLOBENET (VTAL),TOTAL,EQUINOR,GGSH,GRUPO SOMA,GRUPO SOMA,GLOBENET (VTAL),COMMIT (GASPETRO),COMMIT (GASPETRO),SHELL/BG,SHELL/BG,ALIANSCE,ALIANSCE,F,F,ALIANSCE
22,,EVOLTZ,GRUPO SOMA,V2i,VINCI PARTNERS (FUNDOS),,,,,,,,,BR MALLS,COMMIT (GASPETRO),GLOBENET (VTAL),BR MALLS,GRUPO SOMA,COMMIT (GASPETRO),GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,COMMIT (GASPETRO),F,F,GGSH,GGSH,GGSH,TOTAL,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GRUPO SOMA,BR MALLS,PEUGEOT CITROEN (BH),EQUINOR,TOTAL,TOTAL,GRUPO SOMA,TOTAL,TOTAL,GLOBENET (VTAL),GLOBENET (VTAL),V2i,V2i,F,F,V2i
23,,TECHNOS,COMMIT (GASPETRO),PROFARMA,PUIG O'NIQUE,,,,,,,,,GGSH,BR MALLS,GRUPO SOMA,ALIANSCE,TOTAL,BR MALLS,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),TOTAL,F,F,ALIANSCE,ALIANSCE,ALIANSCE,GGSH,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,TOTAL,ALIANSCE,EVOLTZ,PEUGEOT CITROEN (BH),BR MALLS,BR MALLS,COMMIT (GASPETRO),GGSH,GGSH,GRUPO SOMA,GRUPO SOMA,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia)
24,,SILIMED,PARANAÍBA (PTE),D1000,AMOEDO,,,,,,,,,EQUINOR,GGSH,COMMIT (GASPETRO),EQUINOR,BR MALLS,GGSH,BR MALLS,BR MALLS,TOTAL,GGSH,F,F,V2i,V2i,V2i,ALIANSCE,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),BR MALLS,EQUINOR,PROFARMA,EVOLTZ,GGSH,GGSH,TOTAL,ALIANSCE,ALIANSCE,COMMIT (GASPETRO),COMMIT (GASPETRO),COCA COLA,COCA COLA,F,F,PROFARMA
25,,PORTO SUDESTE,DESCOMPLICA,SAPURA,ASPEN PHARMA,,,,,,,,,V2i,EQUINOR,BR MALLS,PEUGEOT CITROEN (BH),ALIANSCE,EQUINOR,GGSH,GGSH,GGSH,ALIANSCE,F,F,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),V2i,GGSH,GGSH,TOTAL,TOTAL,TOTAL,TOTAL,ALIANSCE,PEUGEOT CITROEN (BH),OLX (Bom Negócio),CATARATAS DO IGUAÇU,EQUINOR,EQUINOR,GGSH,EQUINOR,EQUINOR,OLX (Bom Negócio),BR MALLS,PROFARMA,PROFARMA,F,F,CYMI 
26,,,,,,,,,,,,,,EVOLTZ,V2i,EQUINOR,EVOLTZ,EQUINOR,V2i,EQUINOR,EQUINOR,ALIANSCE,V2i,F,F,COCA COLA,COCA COLA,COCA COLA,PETROMAIS (Origem Energia),V2i,V2i,BR MALLS,BR MALLS,BR MALLS,BR MALLS,EQUINOR,EVOLTZ,TECHNOS,TECHNOS,V2i,V2i,EQUINOR,EVOLTZ,EVOLTZ,GLOBO - EDITORA GLOBO S.A.,ALIANSCE,CYMI ,CYMI ,F,F,D1000
27,,,,,,,,,,,,,,PROFARMA,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PROFARMA,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),V2i,V2i,V2i,PETROMAIS (Origem Energia),F,F,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,COCA COLA,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),GGSH,GGSH,ALIANSCE,ALIANSCE,PEUGEOT CITROEN (BH),PROFARMA,D1000,SILIMED,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PROFARMA,PROFARMA,WSUT (Magalhanes Navegação),V2i,D1000,D1000,F,F,INSPIRA MUNDANÇA PART.
28,,,,,,,,,,,,,,TECHNOS,EVOLTZ,EVOLTZ,OLX (Bom Negócio),EVOLTZ,PETROMAIS (Origem Energia),PEUGEOT CITROEN (BH),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),COCA COLA,F,F,CYMI ,CYMI ,CYMI ,CATARATAS DO IGUAÇU,COCA COLA,COCA COLA,ALIANSCE,ALIANSCE,EQUINOR,EQUINOR,EVOLTZ,OLX (Bom Negócio),SILIMED,CASA GRANADO,EVOLTZ,EVOLTZ,TECHNOS,TECHNOS,OLX (Bom Negócio),MRO,PETROMAIS (Origem Energia),INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,F,F,
