,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
20,senior_20,PETRORIO,PETRORIO,PETRORIO,,,,,,,,,,,PETRORIO,PETRORIO,PETRORIO,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,PETRORIO,,,,PETRORIO,PETRORIO,PETRORIO,,,PETRORIO,PETRORIO,PETRORIO,PETRORIO,F,F,PETRORIO
21,senior_21,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,,,,,,,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,F,F,
22,senior_22,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,,,,,,,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,F,F,
23,senior_23,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,,,,,,,,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,F,F,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,ÁGUAS DO BRASIL,,,F,F,
24,senior_24,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,,,,,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
25,senior_25,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,,,,,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
26,senior_26,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,,,,,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),,,,HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),HAZTEC (ORIZON),F,F,HAZTEC (ORIZON)
27,senior_27,,,NISSAN,NISSAN,NISSAN,,,,,,,,,NISSAN,NISSAN,NISSAN,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,F,F,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,F,F,
28,senior_28,,,NISSAN,NISSAN,NISSAN,,,,,,,,,NISSAN,NISSAN,NISSAN,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,F,F,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,F,F,
29,senior_29,,,NISSAN,NISSAN,NISSAN,,,,,,,,,NISSAN,NISSAN,NISSAN,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,F,F,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,NISSAN,,,F,F,
30,senior_30,,,,,,,,,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,F,F,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,F,F,SOTREQ
31,senior_31,,,,,,,,,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,F,F,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,SOTREQ,,,,,,,SOTREQ,SOTREQ,SOTREQ,SOTREQ,F,F,SOTREQ
32,senior_32,SHELL/BG,SHELL/BG,SHELL/BG,,,,,,,,,,,SHELL/BG,SHELL/BG,SHELL/BG,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,F,F,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,F,F,
33,senior_33,SHELL/BG,SHELL/BG,SHELL/BG,,,,,,,,,,,SHELL/BG,SHELL/BG,SHELL/BG,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,F,F,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,SHELL/BG,,,F,F,
34,senior_34,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,,,,,,,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL)
35,senior_35,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,,,,,,,,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),,,GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),GLOBENET (VTAL),F,F,GLOBENET (VTAL)
36,senior_36,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,,,,,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,F,F,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,F,F,
37,senior_37,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,,,,,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,F,F,,,,,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,GRUPO SOMA,,,F,F,
38,senior_38,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO)
39,senior_39,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),,,,,,,COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),COMMIT (GASPETRO),F,F,COMMIT (GASPETRO)
40,senior_40,TOTAL,TOTAL,,,,,,,,,,,,,,,TOTAL,TOTAL,,,,TOTAL,TOTAL,F,F,TOTAL,TOTAL,TOTAL,TOTAL,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,,,,,F,F,
41,senior_41,TOTAL,TOTAL,,,,,,,,,,,,,,,TOTAL,TOTAL,,,,TOTAL,TOTAL,F,F,TOTAL,TOTAL,TOTAL,TOTAL,,,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,,,,,F,F,
42,senior_42,,,,BR MALLS,BR MALLS,,,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,,F,F,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,BR MALLS,BR MALLS,,,,,BR MALLS,BR MALLS,BR MALLS,F,F,BR MALLS
43,senior_43,,,,BR MALLS,BR MALLS,,,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,,F,F,,,,,,,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,BR MALLS,,BR MALLS,BR MALLS,,,,,BR MALLS,BR MALLS,BR MALLS,F,F,BR MALLS
44,senior_44,GGSH,GGSH,,,,,,,,,,,,GGSH,GGSH,,,,GGSH,GGSH,GGSH,GGSH,GGSH,F,F,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,F,F,
45,senior_45,GGSH,GGSH,,,,,,,,,,,,GGSH,GGSH,,,,GGSH,GGSH,GGSH,GGSH,GGSH,F,F,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,,GGSH,GGSH,GGSH,GGSH,GGSH,GGSH,,,,,F,F,
46,senior_46,,,,ALIANSCE,ALIANSCE,,,,,,,,,,,,ALIANSCE,ALIANSCE,,,,ALIANSCE,ALIANSCE,F,F,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,,,ALIANSCE,ALIANSCE,,ALIANSCE,ALIANSCE,ALIANSCE,F,F,ALIANSCE
47,senior_47,,,,ALIANSCE,ALIANSCE,,,,,,,,,,,,ALIANSCE,ALIANSCE,,,,ALIANSCE,ALIANSCE,F,F,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,ALIANSCE,,,,,ALIANSCE,ALIANSCE,,ALIANSCE,ALIANSCE,ALIANSCE,F,F,ALIANSCE
48,senior_48,EQUINOR,EQUINOR,,,,,,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,F,F,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,,,F,F,
49,senior_49,EQUINOR,EQUINOR,,,,,,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,F,F,,,,,,,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,EQUINOR,,,,,F,F,
50,senior_50,,,,V2i,V2i,,,,,,,,,V2i,V2i,,,,V2i,V2i,V2i,V2i,V2i,F,F,V2i,V2i,V2i,V2i,V2i,V2i,V2i,V2i,,,,,,,V2i,V2i,,,,,V2i,V2i,V2i,F,F,V2i
51,senior_51,,,,V2i,V2i,,,,,,,,,V2i,V2i,,,,V2i,V2i,V2i,V2i,V2i,F,F,V2i,V2i,V2i,V2i,V2i,V2i,V2i,V2i,,,,,,,V2i,V2i,,,,,V2i,V2i,V2i,F,F,V2i
52,senior_52,,,,,,,,,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,F,F,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,,,,F,F,
53,senior_53,,,,,,,,,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,F,F,,,,,,,PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),PEUGEOT CITROEN (BH),,,,,,,F,F,
54,senior_54,,,,,,,,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia)
55,senior_55,,,,,,,,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),,,,,,,,,,,,,PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),PETROMAIS (Origem Energia),F,F,PETROMAIS (Origem Energia)
56,senior_56,EVOLTZ,EVOLTZ,,,,,,,,,,,,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,,,,,F,F,,,,,,,,,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,EVOLTZ,,EVOLTZ,EVOLTZ,,,,,F,F,
57,senior_57,,,,,,,,,,,,,,,,,,,,,,COCA COLA,COCA COLA,F,F,COCA COLA,COCA COLA,COCA COLA,COCA COLA,COCA COLA,COCA COLA,COCA COLA,,,,,,,,,,,,,,COCA COLA,COCA COLA,COCA COLA,F,F,
58,senior_58,,,,PROFARMA,PROFARMA,,,,,,,,,PROFARMA,PROFARMA,PROFARMA,PROFARMA,PROFARMA,PROFARMA,,,,,F,F,,,,,,,,,PROFARMA,PROFARMA,PROFARMA,PROFARMA,PROFARMA,,,,,PROFARMA,PROFARMA,,,PROFARMA,PROFARMA,F,F,PROFARMA
59,senior_59,,,,,,,,,,,,,,,,,,,,,,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,F,F,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,,,,,,,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,CATARATAS DO IGUAÇU,,,,,,,,F,F,
60,senior_60,,,,,,,,,,,,,,,OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),,,,,,F,F,,,,,,,,,OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),,,,,,OLX (Bom Negócio),OLX (Bom Negócio),OLX (Bom Negócio),,,F,F,
61,senior_61,,,,,,,,,,,,,,,,,,,,,,CYMI ,CYMI ,F,F,CYMI ,CYMI ,CYMI ,CYMI ,CYMI ,CYMI ,CYMI ,,,,,,,,,,,,,,,CYMI ,CYMI ,F,F,CYMI 
62,senior_62,TECHNOS,TECHNOS,,,,,,,,,,,,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,,,,,F,F,,,,,,,,,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,TECHNOS,,,,,,F,F,
63,senior_63,,,,,,,,,,,,,,,,,,,,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,F,F,,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,,,,,,,,,,,,,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,GLOBO - EDITORA GLOBO S.A.,,,F,F,
64,senior_64,,,,D1000,D1000,,,,,,,,,D1000,D1000,,,,,,,,D1000,F,F,D1000,D1000,D1000,,,,,,D1000,D1000,D1000,D1000,D1000,,,,D1000,D1000,,,,D1000,D1000,F,F,D1000
65,senior_65,SILIMED,SILIMED,,,,,,,,,,,,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,,,,,F,F,,,,,,,,,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,SILIMED,,,,,,F,F,
66,senior_66,,,,,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,,,,,,,,,,,,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,,F,F,,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,CLUBE DE REGATAS DO FLAMENGO,,,,,,,,,,,,,,,,,,F,F,
67,senior_67,PORTO SUDESTE,PORTO SUDESTE,,,,,PORTO SUDESTE,PORTO SUDESTE,PORTO SUDESTE,,,,,PORTO SUDESTE,PORTO SUDESTE,,,,,,,,PORTO SUDESTE,F,F,PORTO SUDESTE,PORTO SUDESTE,PORTO SUDESTE,,,,,,PORTO SUDESTE,PORTO SUDESTE,PORTO SUDESTE,PORTO SUDESTE,PORTO SUDESTE,,,,,PORTO SUDESTE,PORTO SUDESTE,,,,,F,F,
68,senior_68,,,,,,,,,ALMAVIVA,ALMAVIVA,ALMAVIVA,,,,,ALMAVIVA,ALMAVIVA,ALMAVIVA,ALMAVIVA,,,,,F,F,,ALMAVIVA,ALMAVIVA,ALMAVIVA,ALMAVIVA,ALMAVIVA,,,,,,,,,,,,,,,,,,F,F,
69,senior_69,,,,,,,,,,,,,,,,,,,,WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),F,F,,,,,,,,,WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),,,,,,WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),WSUT (Magalhanes Navegação),,,F,F,
70,senior_70,,,,,,,,,,,,,,,,,,,,,,,INSPIRA MUNDANÇA PART.,F,F,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,,,,,,,,,,,,,,INSPIRA MUNDANÇA PART.,INSPIRA MUNDANÇA PART.,F,F,INSPIRA MUNDANÇA PART.
71,senior_71,,,,,,,,,,,,,,,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,,,,,,F,F,,,,,,,,,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,CASA GRANADO,,,,,,,,F,F,
72,senior_72,,,,,,,,,,,,,,,,,,,MRO,MRO,MRO,MRO,,F,F,,MRO,MRO,MRO,MRO,MRO,,,,,,,,,,,,,MRO,MRO,MRO,,,F,F,
