,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
100,trainee_100,,,,,,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,,,,,,,,,,,,,,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,,F,F,,,,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,MARINE PRODUCTION SYSTEM DO BRASIL LTDA. ,,,,,,,,,,,,,,,,,,F,F,
101,trainee_101,,,,,,,,DIMENSIONAL (Benfour),,,,,,,,,,,,,,,DIMENSIONAL (Benfour),F,F,DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),,DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),DIMENSIONAL (Benfour),,,,,,,,,,,,,,,,,,F,F,
102,trainee_102,,,,,,,,,,FUGRO,,,,,,,,,,,,,,F,F,,FUGRO,FUGRO,FUGRO,FUGRO,FUGRO,FUGRO,,,,,,,,,,,,,,,,,F,F,
103,trainee_103,,,,,,,,,,,,LABORATORIES SERVIER,,,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,,,,,,,F,F,,,,,,,LABORATORIES SERVIER,LABORATORIES SERVIER,LABORATORIES SERVIER,,,,,,,,,,,,,,,F,F,
104,trainee_104,,,,,,,,,,,,,FUNDOS BBI Fin Health - Investidas,,,,,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,,,,F,F,,,,,,,,,,,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,FUNDOS BBI Fin Health - Investidas,,,,,,,,,,,F,F,
105,trainee_105,,,,,,AET STS,,,,,,,,,,,,,,AET STS,AET STS,AET STS,,F,F,,,,AET STS,AET STS,AET STS,,,,,,,,,,,,,,,,,,F,F,
106,trainee_106,,,,,,,,BOLT Energia,,,,,,,,,,,,,,,BOLT Energia,F,F,BOLT Energia,BOLT Energia,,BOLT Energia,BOLT Energia,BOLT Energia,,,,,,,,,,,,,,,,,,F,F,
107,trainee_107,,,,,,,,,,FCC,,,,,,,,,,,,,,F,F,,FCC,FCC,FCC,FCC,FCC,FCC,,,,,,,,,,,,,,,,,F,F,
108,trainee_108,,,,,,,,,,,,CHANNEL (EUROPRESTIGIO),,,CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),,,,,,,F,F,,,,,,,CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),CHANNEL (EUROPRESTIGIO),,,,,,,,,,,,,,,F,F,
109,trainee_109,,,,,,,,,,,,,AXXON (BR MARINAS),,,,,AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),,,,F,F,,,,,,,,,,,AXXON (BR MARINAS),AXXON (BR MARINAS),AXXON (BR MARINAS),,,,,,,,,,,F,F,
110,trainee_110,,,,,,TELEPAZIO BRASIL (Leonardo),,,,,,,,,,,,,,TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),,F,F,,,,TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),TELEPAZIO BRASIL (Leonardo),,,,,,,,,,,,,,,,,,F,F,
111,trainee_111,,,,,,,,GALP,,,,,,,,,,,,,,,GALP,F,F,GALP,GALP,,GALP,GALP,GALP,,,,,,,,,,,,,,,,,,F,F,
112,trainee_112,,,,,,,,,,GEOPARK,,,,,,,,,,,,,,F,F,,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,GEOPARK,,,,,,,,,,,,,,,,,F,F,
113,trainee_113,,,,,,,,,,,,SONANGOL STARFISH,,,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,,,,,,,F,F,,,,,,,SONANGOL STARFISH,SONANGOL STARFISH,SONANGOL STARFISH,,,,,,,,,,,,,,,F,F,
114,trainee_114,,,,,,,,,,,,,GLOBO - FAMILY OFFICE,,,,,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,,,,F,F,,,,,,,,,,,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,GLOBO - FAMILY OFFICE,,,,,,,,,,,F,F,
115,trainee_115,,,,,,H. STTRATNER,,,,,,,,,,,,,,H. STTRATNER,H. STTRATNER,H. STTRATNER,,F,F,,,,H. STTRATNER,H. STTRATNER,H. STTRATNER,,,,,,,,,,,,,,,,,,F,F,
116,trainee_116,,,,,,,,ITAGUAI (ICN),,,,,,,,,,,,,,,ITAGUAI (ICN),F,F,ITAGUAI (ICN),ITAGUAI (ICN),,ITAGUAI (ICN),ITAGUAI (ICN),ITAGUAI (ICN),,,,,,,,,,,,,,,,,,F,F,
117,trainee_117,,,,,,,,,,JOTUN IND. TINTAS,,,,,,,,,,,,,,F,F,,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,JOTUN IND. TINTAS,,,,,,,,,,,,,,,,,F,F,
118,trainee_118,,,,,,,,,,,,CNOOC,,,CNOOC,CNOOC,CNOOC,,,,,,,F,F,,,,,,,CNOOC,CNOOC,CNOOC,,,,,,,,,,,,,,,F,F,
119,trainee_119,,,,,,,,,,,,,,,,,,,,,,,,F,F,QV SAUDE,,,QV SAUDE,QV SAUDE,QV SAUDE,,,,,,,,,,,,,,,,,,F,F,
120,trainee_120,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,,,,,,,,,,,,,,,,,,F,F,
121,trainee_121,,,,,,,,,,,,,,,EVER BRASIL ,,,,,,,,,F,F,,,,,,,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,,,,,,,,,,,,,,,F,F,
122,trainee_122,,,,,,,,,,,,,,,,,OMPI DO BRASIL ,,,,,,,F,F,,,,,,,,,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,,,,,,,,,,,,,F,F,
123,trainee_123,,,,,,,,,,,,,,,,,,,PETRO CHINA,,,,,F,F,,,,,,,,,,,PETRO CHINA,PETRO CHINA,PETRO CHINA,,,,,,,,,,,F,F,
124,trainee_124,,,,,,,,,,,,,,,,,,,,,SuaTV e Influency.me,,,F,F,,,,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,,,,,,,,,,,,,,,,,,F,F,
125,trainee_125,,,,,,,,,,,,,,,,,,,,,,,,F,F,"CLARKE, MODET Y CIA. S.L. BRASIL",,,"CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,,,,,,,,,,F,F,
126,trainee_126,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,HI MIDIA,HI MIDIA,HI MIDIA,HI MIDIA,,,,,,,,,,,,,,,,,,F,F,
127,trainee_127,,,,,,,,,,,,,,,ARCHER,,,,,,,,,F,F,,,,,,,ARCHER,ARCHER,ARCHER,,,,,,,,,,,,,,,F,F,
128,trainee_128,,,,,,,,,,,,,,,,,STEAG,,,,,,,F,F,,,,,,,,,STEAG,STEAG,STEAG,,,,,,,,,,,,,F,F,
129,trainee_129,,,,,,,,,,,,,,,,,,,Fundação Euclides da Cunha,,,,,F,F,,,,,,,,,,,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,,,,,,,,,,,F,F,
130,trainee_130,,,,,,,,,,,,,,,,,,,,,UFI Filter,,,F,F,,,,UFI Filter,UFI Filter,UFI Filter,,,,,,,,,,,,,,,,,,F,F,
131,trainee_131,,,,,,,,,,,,,,,,,,,,,,,,F,F,QUANTUM,,,QUANTUM,QUANTUM,QUANTUM,,,,,,,,,,,,,,,,,,F,F,
132,trainee_132,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,,,,,,,,,,,,,,,,,,F,F,
133,trainee_133,,,,,,,,,,,,,,,GREEN OIL,,,,,,,,,F,F,,,,,,,GREEN OIL,GREEN OIL,GREEN OIL,,,,,,,,,,,,,,,F,F,
134,trainee_134,,,,,,,,,,,,,,,,,FUNDO PATRIMONIAL RJZ,,,,,,,F,F,,,,,,,,,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,,,,,,,,,,,,,F,F,
135,trainee_135,,,,,,,,,,,,,,,,,,,INSTITUTO DA CRIANÇA,,,,,F,F,,,,,,,,,,,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,,,,,,,,,,,F,F,
136,trainee_136,,,,,,,,,,,,,,,,,,,,,CONFIANCE MEDICAL,,,F,F,,,,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,,,,,,,,,,,,,,,,,,F,F,
137,trainee_137,,,,,,,,,,,,,,,,,,,,,,,,F,F,GLOBO - AERO RIO,,,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,,,,,,,,,,,,,,,,,,F,F,
138,trainee_138,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,,,,,,,,,,,,,,,,,,F,F,
139,trainee_139,,,,,,,,,,,,,,,VITOL,,,,,,,,,F,F,,,,,,,VITOL,VITOL,VITOL,,,,,,,,,,,,,,,F,F,
140,trainee_140,,,,,,,,,,,,,,,,NAVAL GROUP,,,,,,,,F,F,,,,,,,,,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,,,,,,,,,,,,,F,F,
141,trainee_141,,,,,,,,,,,,,,,,,Geogas,,,,,,,F,F,,,,,,,,,,,Geogas,Geogas,Geogas,,,,,,,,,,,F,F,
142,trainee_142,,,,,,,,,,,,,,,,,,ARAGUAIA/DESIDERATA,,,,,,F,F,,,,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,,,,,,,,,,,,,,,,,,F,F,
143,trainee_143,,,,,,,,,,,,,,,,,,,CALEFFI BRASIL AUP,,,,,F,F,,,,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,,,,,,,,,,,,,,,,,,F,F,
144,trainee_144,,,,,,,,,,,,,,,,,,,,,Planeta / DeAgostini,,,F,F,,,,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,,,,,,,,,,,,,,,,,,F,F,
145,trainee_145,,,,,,,,,,,,,,,,,,,,,,TI LATAM AUP,,F,F,,,,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,,,,,,,,,,,,,,,,,,F,F,
146,trainee_146,,,,,,,,,,,,,,,,,,,,,,,ALLSEAS,F,F,,,,ALLSEAS,ALLSEAS,ALLSEAS,,,,,,,,,,,,,,,,,,F,F,
147,trainee_147,,,,,,,,,,,,,,,,,,,,,,,,F,F,COCA COLA INSTITUTO,,,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,,,,,,,,,,,,,,,,,,F,F,
