,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
63,staff2_63,CANAL DE ISABEL II (Emissão S.A.),,,,,,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),F,F,,,,,,,,,CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),CANAL DE ISABEL II (Emissão S.A.),,,CANAL DE ISABEL II (Emissão S.A.),,,,,F,F,
64,staff2_64,,DOMINOS (DP Brasil Participações),,,,,,,,,,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,,,,,,,,F,F,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,,,DOMINOS (DP Brasil Participações),,DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),DOMINOS (DP Brasil Participações),,,F,F,
65,staff2_65,,,EDISON CHOUEST (BRAM) ,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,,,,,,,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,F,F,,,,,,,,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,,EDISON CHOUEST (BRAM) ,,,,,,,EDISON CHOUEST (BRAM) ,EDISON CHOUEST (BRAM) ,F,F,EDISON CHOUEST (BRAM) 
66,staff2_66,,,,FARSTAD SHIPPING,,,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,,,,,FARSTAD SHIPPING,,,,,,,,,,F,F,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,FARSTAD SHIPPING,,,,,,,F,F,
67,staff2_67,VINCI PARTNERS (FUNDOS),,,,,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),F,F,,,,,,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,,,,VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),VINCI PARTNERS (FUNDOS),,,F,F,
68,staff2_68,,BEMISA (Opportunity),,,,,,,,,,BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),,,,,,,,,F,F,BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),BEMISA (Opportunity),,,,BEMISA (Opportunity),,,,,BEMISA (Opportunity),BEMISA (Opportunity),F,F,BEMISA (Opportunity)
69,staff2_69,,,BUREAU VERITAS,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,,,,,,,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,F,F,,,,,,,,,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,BUREAU VERITAS,,BUREAU VERITAS,,,,,,F,F,
70,staff2_70,,,,BARCELOS,,,BARCELOS,BARCELOS,BARCELOS,,,,,BARCELOS,,,,,,,,,,F,F,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,BARCELOS,,,,,BARCELOS,BARCELOS,BARCELOS,BARCELOS,,,F,F,
71,staff2_71,PUIG O'NIQUE,,,,,,,,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,,,,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,F,F,,,,,,,,,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,PUIG O'NIQUE,,,,PUIG O'NIQUE,,,,,PUIG O'NIQUE,PUIG O'NIQUE,F,F,PUIG O'NIQUE
72,staff2_72,,S2,,,,,,,,,,S2,S2,S2,S2,,,,,,,,,F,F,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,S2,,,S2,,,,,F,F,
73,staff2_73,,,CONEXA SAÚDE,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,,,,,,,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,F,F,CONEXA SAÚDE,,,,,,,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,,,CONEXA SAÚDE,,CONEXA SAÚDE,CONEXA SAÚDE,CONEXA SAÚDE,,,F,F,
74,staff2_74,,,,MAN DIESEL & TURBO,,,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,,,,,MAN DIESEL & TURBO,,,,,,,,,,F,F,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,MAN DIESEL & TURBO,,,,,MAN DIESEL & TURBO,,,,MAN DIESEL & TURBO,MAN DIESEL & TURBO,F,F,MAN DIESEL & TURBO
75,staff2_75,AMOEDO,,,,,,,,AMOEDO,AMOEDO,AMOEDO,,,,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,F,F,,,,,,,,,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,AMOEDO,,,,,,,F,F,
76,staff2_76,,DGPAR (ALL CARE),,,,,,,,,,DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),,,,,,,,,F,F,DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),,,,,DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),DGPAR (ALL CARE),,,F,F,
77,staff2_77,,,Zeedog,,Zeedog,Zeedog,Zeedog,,,,,,,,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,F,F,,,,,,,,,Zeedog,Zeedog,Zeedog,Zeedog,Zeedog,,Zeedog,,,,,,,Zeedog,Zeedog,F,F,Zeedog
78,staff2_78,,,,SUBSEA 7,,,SUBSEA 7,SUBSEA 7,SUBSEA 7,,,,,SUBSEA 7,,,,,,,,,,F,F,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,SUBSEA 7,,,,,,,F,F,
79,staff2_79,ASPEN PHARMA,,,,,,,,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,,,,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,F,F,,,,,,,,,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,,,,,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,ASPEN PHARMA,,,F,F,
80,staff2_80,,ONS,,,,,,,,,,ONS,ONS,ONS,ONS,,,,,,,,,F,F,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,ONS,,,ONS,,,,,,ONS,ONS,F,F,ONS
81,staff2_81,,,ROCK CITY S.A.,,ROCK CITY S.A.,ROCK CITY S.A.,,,,,,,,,,,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,F,F,,,,,,,,,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,ROCK CITY S.A.,,ROCK CITY S.A.,,,,,,,F,F,
82,staff2_82,,,,VERDE AMBIENTAL,,,VERDE AMBIENTAL,VERDE AMBIENTAL,,,,,,VERDE AMBIENTAL,,,,,,,,,,F,F,VERDE AMBIENTAL,VERDE AMBIENTAL,VERDE AMBIENTAL,,VERDE AMBIENTAL,VERDE AMBIENTAL,VERDE AMBIENTAL,,VERDE AMBIENTAL,VERDE AMBIENTAL,VERDE AMBIENTAL,VERDE AMBIENTAL,VERDE AMBIENTAL,,,,,VERDE AMBIENTAL,,VERDE AMBIENTAL,VERDE AMBIENTAL,,,F,F,
83,staff2_83,ALL NATIONS,,,,,,,,,ALL NATIONS,ALL NATIONS,,,,,ALL NATIONS,,ALL NATIONS,ALL NATIONS,ALL NATIONS,,,,F,F,,,,,,ALL NATIONS,ALL NATIONS,ALL NATIONS,ALL NATIONS,ALL NATIONS,ALL NATIONS,ALL NATIONS,ALL NATIONS,,,,,,ALL NATIONS,,,,ALL NATIONS,F,F,ALL NATIONS
84,staff2_84,,CREB,,,,,,,,,,CREB,CREB,CREB,,,,,,,CREB,CREB,CREB,F,F,CREB,CREB,CREB,,,,,,CREB,CREB,CREB,CREB,CREB,CREB,CREB,CREB,,,,,,,,F,F,
85,staff2_85,,,FUNBIO,,FUNBIO,FUNBIO,,,,,,,,,,FUNBIO,,,,,,,,F,F,,,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,FUNBIO,,,,FUNBIO,,,FUNBIO,FUNBIO,,,F,F,
86,staff2_86,,,,MINERACAO MORRO DO IPE (MMI),,,MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),,,,,,,,,MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),F,F,,,,,,,,,MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),,,,,MINERACAO MORRO DO IPE (MMI),,,,MINERACAO MORRO DO IPE (MMI),MINERACAO MORRO DO IPE (MMI),F,F,
87,staff2_87,CAMORIM,,,,,,,,,CAMORIM,CAMORIM,,,CAMORIM,,,,,,,,,CAMORIM,F,F,CAMORIM,CAMORIM,CAMORIM,CAMORIM,CAMORIM,,,,CAMORIM,CAMORIM,CAMORIM,CAMORIM,CAMORIM,,,,,,CAMORIM,,,,CAMORIM,F,F,CAMORIM
88,staff2_88,,SISTAC,,,,,,,,,,SISTAC,SISTAC,,,SISTAC,,SISTAC,SISTAC,SISTAC,,,,F,F,,,,,,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,SISTAC,,,,,,,,F,F,
89,staff2_89,,,DISTRIBUIDORA RECORD,,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,,,,,,,,,,,DISTRIBUIDORA RECORD,,,,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,F,F,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,,,,,,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,,,,DISTRIBUIDORA RECORD,,,DISTRIBUIDORA RECORD,DISTRIBUIDORA RECORD,,,F,F,
90,staff2_90,,,,MR. CAT (Grumari),,,MR. CAT (Grumari),MR. CAT (Grumari),,,,,,MR. CAT (Grumari),,,,,,,,,,F,F,,,MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),MR. CAT (Grumari),,,,,MR. CAT (Grumari),,,,MR. CAT (Grumari),MR. CAT (Grumari),F,F,
91,staff2_91,Matrincha Transm. de Energia (MTE),,,,,,,,,Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),,,,,Matrincha Transm. de Energia (MTE),,Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),F,F,,,,,,,,,Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),Matrincha Transm. de Energia (MTE),,,,,,Matrincha Transm. de Energia (MTE),,,,Matrincha Transm. de Energia (MTE),F,F,Matrincha Transm. de Energia (MTE)
92,staff2_92,,DESCOMPLICA,,,,,,,,,,DESCOMPLICA,DESCOMPLICA,,,,DESCOMPLICA,,,,,,DESCOMPLICA,F,F,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,,,,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,DESCOMPLICA,,,,,,,,F,F,
93,staff2_93,,,CORPSERVICES,,CORPSERVICES,CORPSERVICES,,,,,,,,CORPSERVICES,,,,CORPSERVICES,CORPSERVICES,CORPSERVICES,,,,F,F,,,,,,CORPSERVICES,CORPSERVICES,CORPSERVICES,CORPSERVICES,CORPSERVICES,CORPSERVICES,CORPSERVICES,CORPSERVICES,,,,CORPSERVICES,,,CORPSERVICES,CORPSERVICES,,,F,F,
94,staff2_94,,,,GLOBO - RADIOS,,,,GLOBO - RADIOS,GLOBO - RADIOS,,,,,,,GLOBO - RADIOS,,,,,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - RADIOS,F,F,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - RADIOS,,,,,,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - RADIOS,GLOBO - RADIOS,,,,,GLOBO - RADIOS,,,,GLOBO - RADIOS,GLOBO - RADIOS,F,F,
95,staff2_95,CERAS JOHNSON,,,,,,,,,CERAS JOHNSON,CERAS JOHNSON,,,,,,CERAS JOHNSON,,,,,,,F,F,,,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,CERAS JOHNSON,,,,,,CERAS JOHNSON,,,,CERAS JOHNSON,F,F,CERAS JOHNSON
96,staff2_96,,GLOBO - CAFÉ ORFEU,,,,,,,,,,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,,,,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,F,F,,,,,,,,,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,GLOBO - CAFÉ ORFEU,,,,,,,,F,F,
97,staff2_97,,,,,BIOMERIEUX,,,,,,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,F,F,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,,,,,,,BIOMERIEUX,,,F,F,
98,staff2_98,,,,,BIOMERIEUX,,,,,,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,F,F,,,,,,,,,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,BIOMERIEUX,,,,,,,,BIOMERIEUX,,,F,F,
99,staff2_99,,,,,,COMSHELL SOC PREV. PRIVADA,,,,,,,,,,,,,,,,,,F,F,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,,,,,,COMSHELL SOC PREV. PRIVADA,,F,F,
100,staff2_100,,,,,,COMSHELL SOC PREV. PRIVADA,,,,,,,,,,,,,,,,,,F,F,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,,,,,,COMSHELL SOC PREV. PRIVADA,,F,F,
101,staff2_101,,,,,,,ECOPETROL,,,,,,,,,ECOPETROL,ECOPETROL,,,,,,,F,F,,,,,,,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,,,,,,,,,,ECOPETROL,F,F,
102,staff2_102,,,,,,,ECOPETROL,,,,,,,,,ECOPETROL,ECOPETROL,,,,,,,F,F,,,,,,,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,,,,,,,,,,ECOPETROL,F,F,
103,staff2_103,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,F,F,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,F,F,GRUPO COMPONENTES (Opportunity) - Eletron
104,staff2_104,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,F,F,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,F,F,GRUPO COMPONENTES (Opportunity) - Eletron
105,staff2_105,,,,,,,,,NEW WAVE,,,,,,,,,,,,,,,F,F,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,,,,,,,F,F,
106,staff2_106,,,,,,,,,NEW WAVE,,,,,,,,,,,,,,,F,F,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,,,,,,,F,F,
107,staff2_107,,,,,,,,,,UNIVERSAL MUSICAL,,,,,,,,,,,,,,F,F,,,,,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,,,,,,,UNIVERSAL MUSICAL,,,,F,F,
108,staff2_108,,,,,,,,,,UNIVERSAL MUSICAL,,,,,,,,,,,,,,F,F,,,,,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,,,,,,,UNIVERSAL MUSICAL,,,,F,F,
109,staff2_109,,,,,,,,,,,MANUCHAR,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,F,F,,,,,,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,,,MANUCHAR,,,F,F,
110,staff2_110,,,,,,,,,,,MANUCHAR,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,F,F,,,,,,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,,,MANUCHAR,,,F,F,
111,staff2_111,,,,,,,,,,,,OCEANEERING,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,F,F,,,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,,,,,,,,OCEANEERING,,F,F,
112,staff2_112,,,,,,,,,,,,OCEANEERING,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,F,F,,,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,,,,,,,,OCEANEERING,,F,F,
113,staff2_113,,,,,,,,,,,,,FERNANDES ARAÚJO,,,,,,,,,,,F,F,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,,,,,,,FERNANDES ARAÚJO,F,F,
114,staff2_114,,,,,,,,,,,,,FERNANDES ARAÚJO,,,,,,,,,,,F,F,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,,,,,,,FERNANDES ARAÚJO,F,F,
115,staff2_115,,,,,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,,F,F,,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,,,,,,,,,,,F,F,Guaraciaba Transmissora de Energia
116,staff2_116,,,,,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,,F,F,,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,,,,,,,,,,,F,F,Guaraciaba Transmissora de Energia
117,staff2_117,,,,,,GLOBO - ED. GLOBO COND NAST,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,F,F,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,,,,,F,F,
